the age:,Gender:,Area:,Current educational level:,marital status:,Employment status:,Do you use social media applications?,What social media platforms do you use?,What app do you use the most?,How many hours do you spend on social media platforms daily?,Do you feel anxious or stressed after reading negative comments on your posts?,Are you worried about missing out on important information or events when you're not using social media?,Do you feel that using social media has affected your ability to focus and accomplish daily tasks?,Do you think that consuming quick content (such as watching short videos and push notifications...) has affected your patience and ability to deal with long tasks?,Do you use social media right before going to sleep?,Do you have difficulty sleeping because of thinking about what you saw on social media platforms?,Does the number of likes or comments you get on your posts affect you?,Have you changed your opinion or feeling based on the reactions of others on social media platforms?,Do you prefer interacting with friends or family online rather than face-to-face?,How often do you find yourself using social media for longer than you planned?,How do you feel when you compare your life to the lives of others on social media?,"What methods, if any, do you use to limit your social media access?"
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Instagram,4-Mar,rarely,sometimes,sometimes,rarely,"Yes, always","No, never","No, never",sometimes,"No, never",sometimes,A feeling of motivation and satisfaction as well,Place the device in a different room
18-24,feminine,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",TikTok,6-May,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",rarely,sometimes,"No, never",sometimes,always,I aspire to improve my life,I leave my phone in my room when sitting with my family or doing any family activity
35-44,feminine,Riyadh,High school or equivalent,married,housewife,Yes,"TikTok, Snapchat, WhatsApp, Telegram",TikTok,2-Jan,sometimes,"No, never",sometimes,rarely,sometimes,sometimes,I don't care about the number of likes or comments,sometimes,sometimes,always,I feel inferior sometimes,Yes
35-44,male,City,Master's,married,Full time employee,Yes,"Facebook, Instagram, WhatsApp",Facebook,2-Jan,sometimes,rarely,"No, never",sometimes,sometimes,rarely,sometimes,sometimes,rarely,rarely,It doesn't affect me,Stay away from the device
35-44,male,Najran,diploma,married,Full time employee,Yes,"TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,4-Mar,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,",no",",no"
35-44,male,Najran,High school or equivalent,married,Full time employee,Yes,"X (Twitter), Youtube",Youtube,8-Jul,"No, never","No, never","Yes, a lot",sometimes,"No, never","No, never","No, never","No, never","No, never",never,nothing,no
25-34,male,grandmother,Bachelor's degree,married,A worker with his own work,Yes,Facebook,WhatsApp,10-Sep,I don't post,rarely,sometimes,"Yes, a lot","Yes, always",sometimes,"No, never",sometimes,sometimes,always,I wish for a better life,Leave the device
18-24,feminine,grandmother,Bachelor's degree,bachelor,Part-time employee,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",X (Twitter),10-Sep,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",rarely,"Yes, always",sometimes,sometimes,always,I don't compare at all,Melt it
18-24,male,Riyadh,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, LinkedIn, TikTok, Snapchat, WhatsApp, Telegram",Snapchat,8-Jul,sometimes,"Yes, always","Yes, a lot",sometimes,sometimes,"No, never","Yes, always","Yes, always",sometimes,always,Inspiration,isolation
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, TikTok, Youtube, WhatsApp, Telegram",Youtube,10-Sep,I don't post,"Yes, always",sometimes,"Yes, a lot","Yes, always",rarely,sometimes,sometimes,"No, never",always,I feel frustrated because my life is not like theirs and that I am a failure and have not achieved anything of what I want,Maybe being busy with your phone is the best solution
25-34,male,grandmother,Bachelor's degree,married,Not employed,Yes,"Facebook, Instagram, X (Twitter), Snapchat, WhatsApp",Instagram,6-May,"No, never",sometimes,rarely,rarely,sometimes,sometimes,"No, never","No, never",sometimes,rarely,"Praise be to God for being satisfied with His oath, Lord of the Worlds. Praise be to God, this is my life, both sweet and bitter",Turn off the Data and Wi-Fi button
45-54,male,Najran,diploma,married,Full time employee,Yes,"Facebook, TikTok, Youtube",TikTok,8-Jul,I don't post,"Yes, always","Yes, a lot",sometimes,"Yes, always",rarely,I don't care about the number of likes or comments,"No, never",sometimes,always,Satisfied with the reality of my life,sleep
45-54,male,Najran,High school or equivalent,married,Full time employee,Yes,"X (Twitter), TikTok, Snapchat, WhatsApp",WhatsApp,4-Mar,sometimes,sometimes,rarely,"No, never",sometimes,rarely,"No, never",rarely,rarely,rarely,He wished a better life for everyone,Use software to set application limits
35-44,male,Al-Baha,High school or equivalent,married,Part-time employee,Yes,"Facebook, TikTok,",Facebook,2-Jan,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,natural,the job
25-34,male,grandmother,Bachelor's degree,bachelor,Full time employee,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram",Snapchat,12 hours or more,"No, never","Yes, always","Yes, a lot","No, never","Yes, always","No, never",sometimes,rarely,sometimes,always,I don't feel any difference because social media clips do not represent people's real lives,Focusing on a specific thing in the context of work and direct communication with people
35-44,feminine,Riyadh,diploma,married,housewife,Yes,Snapchat,TikTok,6-May,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,rarely,"No, never","Yes, always",always,rarely,I don't know
25-34,male,Najran,Bachelor's degree,bachelor,Full time employee,Yes,WhatsApp,WhatsApp,2-Jan,I don't post,rarely,"Yes, a lot","Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,"No, never","No, never",never,no,no
25-34,male,Riyadh,Bachelor's degree,married,Full time employee,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",WhatsApp,8-Jul,sometimes,sometimes,rarely,sometimes,"Yes, always",rarely,rarely,rarely,"No, never",always,Inspiration and motivation for achievement and development,"I tried to set usage hours, but I usually don't stick to them"
35-44,male,Najran,Bachelor's degree,married,Full time employee,Yes,"X (Twitter), TikTok, WhatsApp, Telegram",WhatsApp,8-Jul,sometimes,"Yes, always",sometimes,"Yes, a lot","Yes, always",sometimes,"Yes, always",sometimes,sometimes,sometimes,"It doesn't affect me, but I hope for a better life",Sitting with the family or watching the matches
25-34,male,Najran,High school or equivalent,married,Full time employee,no,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
35-44,male,Najran,Less than high school,married,Full time employee,no,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!,#VALUE!
55 and more,male,Najran,diploma,married,Full time employee,Yes,"X (Twitter), TikTok, Snapchat, WhatsApp",WhatsApp,2-Jan,"No, never",sometimes,sometimes,sometimes,sometimes,"No, never",I don't care about the number of likes or comments,rarely,"No, never",sometimes,"I never feel motivated, on the contrary, I read topics and information about it.",no
18-24,feminine,Riyadh,High school or equivalent,bachelor,Not employed,Yes,"Instagram, TikTok, Snapchat",Snapchat,2-Jan,sometimes,rarely,"No, never",sometimes,"Yes, always",sometimes,rarely,rarely,sometimes,sometimes,Inspiration: I rarely compare my life to the lives of others,Leave the device and get busy
35-44,feminine,Jubail,Bachelor's degree,married,housewife,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,8-Jul,"No, never","Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,"No, never",sometimes,sometimes,sometimes,I wish for a better life,Being busy with housework
35-44,male,Riyadh,Ph.D,married,Part-time employee,Yes,"Facebook, X (Twitter), LinkedIn, Youtube, WhatsApp, Telegram",WhatsApp,6-May,sometimes,sometimes,"Yes, a lot","Yes, a lot","Yes, always",sometimes,rarely,rarely,rarely,always,sometimes,Good planning and time management
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat",Instagram,4-Mar,I don't post,"No, never","Yes, a lot","Yes, a lot","Yes, always","No, never","No, never",sometimes,sometimes,always,"I stopped comparing myself to people on social media, but very rarely do I feel inferior or sad",I talk to myself
45-54,male,grandmother,Master's,married,Full time employee,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, TikTok, Snapchat, Youtube, WhatsApp, Telegram",WhatsApp,8-Jul,rarely,rarely,sometimes,"Yes, a lot","Yes, always",sometimes,I don't care about the number of likes or comments,rarely,sometimes,always,I'm normal. But unfortunately my family is affected,I never leave my smart phone
45-54,male,Najran,High school or equivalent,married,Full time employee,Yes,"X (Twitter), TikTok, WhatsApp",WhatsApp,6-May,"Yes, always",sometimes,"Yes, a lot",sometimes,sometimes,sometimes,rarely,sometimes,"No, never",always,Motivation,Mobile lock
18-24,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, Snapchat, Youtube, WhatsApp, Telegram, Locket",Instagram,6-May,I don't post,"No, never",sometimes,sometimes,sometimes,rarely,"No, never",sometimes,sometimes,sometimes,incentive,Erase it
45-54,male,Riyadh,Ph.D,married,Full time employee,Yes,"WhatsApp, Telegram",Telegram,Less than an hour,sometimes,rarely,sometimes,"No, never",sometimes,sometimes,"No, never","No, never","No, never",never,nothing,Focus on applications of the Holy Quran
35-44,male,Najran,Bachelor's degree,married,Full time employee,Yes,"Facebook, X (Twitter), TikTok",X (Twitter),Less than an hour,sometimes,sometimes,"No, never",rarely,"Yes, always",sometimes,rarely,rarely,rarely,rarely,Feeling motivated,Stay away from the device
35-44,male,Najran,diploma,married,Full time employee,Yes,Snapchat,X (Twitter),2-Jan,rarely,rarely,"No, never",sometimes,rarely,sometimes,"No, never",rarely,rarely,always,correct,no
25-34,male,grandmother,Bachelor's degree,married,Full time employee,Yes,"Facebook, X (Twitter), Youtube, WhatsApp",WhatsApp,2-Jan,I don't post,"Yes, always",sometimes,"Yes, a lot","Yes, always","No, never",sometimes,rarely,rarely,always,Satisfaction,nothing
25-34,male,grandmother,Bachelor's degree,married,Full time employee,Yes,"Facebook, Instagram, Snapchat, Youtube, WhatsApp",Snapchat,4-Mar,sometimes,sometimes,"Yes, a lot","Yes, a lot",sometimes,"No, never","No, never","No, never","No, never",sometimes,nothing,Nothing
25-34,feminine,Riyadh,Bachelor's degree,bachelor,Not employed,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp, Telegram",Youtube,12 hours or more,I don't post,"No, never","Yes, a lot","No, never","Yes, always","No, never",sometimes,"No, never","Yes, always",always,I wish for a better life,nothing
35-44,male,Najran,diploma,married,Full time employee,Yes,WhatsApp,WhatsApp,6-May,I don't post,rarely,"No, never","No, never",sometimes,"No, never",I don't care about the number of likes or comments,"No, never","No, never",sometimes,"There is no comparison, but we hope for a better life.",nothing
45-54,male,Najran,Bachelor's degree,married,Full time employee,Yes,"X (Twitter), TikTok, Snapchat, WhatsApp, Telegram",X (Twitter),4-Mar,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,"Yes, always",sometimes,rarely,sometimes,I don't feel it,Leave the device in a secluded place
13-17,feminine,Riyadh,Bachelor's degree,bachelor,student,Yes,"TikTok, Youtube, WhatsApp",TikTok,4-Mar,sometimes,sometimes,sometimes,rarely,sometimes,rarely,sometimes,rarely,sometimes,always,Feeling of inferiority,Leave the device fully charged
18-24,feminine,Dhahran,Bachelor's degree,bachelor,student,Yes,"Instagram, X (Twitter), Snapchat, Youtube, WhatsApp",Snapchat,2-Jan,rarely,"No, never",rarely,"No, never","Yes, always",rarely,"No, never","No, never",sometimes,always,I don't compare,Leave the device in another room
35-44,feminine,City,Bachelor's degree,married,Not employed,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram",Instagram,6-May,I don't post,"No, never","Yes, a lot","Yes, a lot","Yes, always","No, never","No, never","No, never","No, never",always,He wished for a better life,Leave the device
25-34,male,Najran,Bachelor's degree,married,Full time employee,Yes,"Instagram, Snapchat, Youtube, WhatsApp",Instagram,6-May,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,sometimes,sometimes,sometimes,always,Inspiration,Leave the device
35-44,male,Riyadh,Ph.D,married,student,Yes,"Facebook, Instagram, X (Twitter), LinkedIn, Youtube, WhatsApp, Telegram",WhatsApp,2-Jan,rarely,rarely,sometimes,rarely,rarely,"No, never","No, never","No, never","No, never",rarely,Very satisfied,Follow up and update the daily agenda
45-54,male,Najran,Bachelor's degree,married,Full time employee,Yes,"X (Twitter), TikTok, Snapchat, Youtube, WhatsApp",X (Twitter),2-Jan,"Yes, always",sometimes,"Yes, a lot","Yes, a lot","Yes, always",rarely,"Yes, always",sometimes,"No, never",sometimes,Knowing the trends of others,Leave the device
35-44,male,Najran,High school or equivalent,married,Full time employee,Yes,"X (Twitter), WhatsApp",WhatsApp,4-Mar,sometimes,sometimes,"No, never","No, never",sometimes,"No, never",I don't care about the number of likes or comments,rarely,"No, never",rarely,I wish for a better life,Use software
18-24,feminine,Abha,Bachelor's degree,married,student,Yes,"Instagram, LinkedIn, Snapchat, Youtube, WhatsApp, Telegram, Locket",Youtube,4-Mar,rarely,rarely,"Yes, a lot","Yes, a lot",sometimes,"Yes, always","Yes, always","Yes, always","Yes, always",always,I feel bad and remorseful about what I did to myself,Leave the device
35-44,male,Najran,Bachelor's degree,married,Full time employee,Yes,TikTok,TikTok,Less than an hour,sometimes,sometimes,"No, never","No, never","Yes, always",sometimes,sometimes,"Yes, always","Yes, always",sometimes,"It's normal that I don't compare myself to anyone, but we aspire to the best",no
18-24,male,Riyadh,Bachelor's degree,bachelor,student,Yes,"Instagram, Youtube, WhatsApp, Telegram",Youtube,8-Jul,I don't post,sometimes,"Yes, a lot","Yes, a lot","Yes, always","Yes, always",sometimes,"No, never","Yes, always",always,A slight feeling of frustration,"1- Use the Opal application
 
 2- Replacing the mobile phone with another device that is difficult to become addicted to, a laptop for example
 
 3- Spending time with family or going out with friends
 
 4- Before going to sleep, put the phone out of reach. So that it is not the first thing I eat after waking up.
 
 5- If the condition is severe, there is no choice but to delete the application completely. (I currently use this method with Instagram, and unfortunately I cannot delete YouTube due to its importance.)"
18-24,feminine,Riyadh,High school or equivalent,bachelor,student,Yes,"Instagram, X (Twitter), TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,10-Sep,sometimes,"Yes, always","Yes, a lot","Yes, a lot","Yes, always",sometimes,sometimes,rarely,"No, never",always,Feeling motivated and inspired and wishing for a better life,I unload it from charging and sometimes in a secluded room
25-34,male,Najran,Bachelor's degree,bachelor,Full time employee,Yes,"TikTok, Snapchat, WhatsApp",WhatsApp,6-May,sometimes,sometimes,rarely,sometimes,"Yes, always","No, never",rarely,rarely,rarely,rarely,!,!
25-34,male,Najran,diploma,married,Full time employee,Yes,WhatsApp,WhatsApp,2-Jan,I don't read comments,"No, never","No, never","No, never",rarely,"No, never",I don't care about the number of likes or comments,"No, never",rarely,rarely,"Feeling hopeful, optimistic and motivated",nothing
25-34,male,grandmother,Bachelor's degree,married,A worker with his own work,Yes,"Facebook, Instagram, X (Twitter), TikTok, WhatsApp, Telegram",Instagram,4-Mar,sometimes,"Yes, always",sometimes,"Yes, a lot","Yes, always",sometimes,"Yes, always",rarely,"No, never",rarely,God,Leave the device in an isolated room
35-44,male,Najran,diploma,married,Full time employee,Yes,WhatsApp,WhatsApp,2-Jan,I don't post,"No, never","No, never","No, never","No, never","No, never","No, never","No, never","No, never",rarely,I don't compare myself to anyone else,I only use my phone for essential things
18-24,feminine,Tabuk,Bachelor's degree,bachelor,student,Yes,"Instagram, TikTok, Snapchat, Youtube, WhatsApp, Telegram, Locket",TikTok,4-Mar,sometimes,rarely,"Yes, a lot","Yes, a lot","Yes, always","Yes, always","Yes, always","Yes, always",sometimes,never,"It gives me motivation and helps me a lot in my life, and I waste my time with it","Give me the same incentive, for example, if I study for two hours, I will take the phone for half an hour
 
 Or turn off the mobile phone or turn off the internet"
